,country,year,gender,age,suicides_no,population,suicides/100k pop,GdpForYear,GdpPerCapita,generation,all_population,country_id
16457,Mauritius,2007,male,5-14 years,0.0,98602,0.0,"8,15,01,38,757",7179.0,Generation Z,1135233,58
16458,Mauritius,2008,male,55-74 years,17.0,75302,22.58,"9,99,03,70,016",8716.0,Silent,1146258,58
16459,Mauritius,2008,male,25-34 years,21.0,103266,20.34,"9,99,03,70,016",8716.0,Generation X,1146258,58
16460,Mauritius,2008,male,35-54 years,23.0,178971,12.85,"9,99,03,70,016",8716.0,Boomers,1146258,58
16461,Mauritius,2008,male,15-24 years,11.0,98207,11.2,"9,99,03,70,016",8716.0,Millenials,1146258,58
16462,Mauritius,2008,female,55-74 years,3.0,86641,3.46,"9,99,03,70,016",8716.0,Silent,1146258,58
16463,Mauritius,2008,female,25-34 years,3.0,104061,2.88,"9,99,03,70,016",8716.0,Generation X,1146258,58
16464,Mauritius,2008,female,15-24 years,2.0,95566,2.09,"9,99,03,70,016",8716.0,Millenials,1146258,58
16465,Mauritius,2008,female,35-54 years,3.0,180104,1.67,"9,99,03,70,016",8716.0,Boomers,1146258,58
16466,Mauritius,2008,female,5-14 years,1.0,94783,1.06,"9,99,03,70,016",8716.0,Generation Z,1146258,58
16467,Mauritius,2008,female,75+ years,0.0,20317,0.0,"9,99,03,70,016",8716.0,Silent,1146258,58
16468,Mauritius,2008,male,5-14 years,0.0,97260,0.0,"9,99,03,70,016",8716.0,Generation Z,1146258,58
16469,Mauritius,2008,male,75+ years,0.0,11780,0.0,"9,99,03,70,016",8716.0,Silent,1146258,58
16470,Mauritius,2009,male,35-54 years,46.0,179965,25.56,"9,12,88,43,109",7873.0,Boomers,1159551,58
16471,Mauritius,2009,male,25-34 years,20.0,99119,20.18,"9,12,88,43,109",7873.0,Generation X,1159551,58
16472,Mauritius,2009,male,15-24 years,16.0,99793,16.03,"9,12,88,43,109",7873.0,Millenials,1159551,58
16473,Mauritius,2009,male,55-74 years,8.0,82341,9.72,"9,12,88,43,109",7873.0,Silent,1159551,58
16474,Mauritius,2009,male,75+ years,1.0,13141,7.61,"9,12,88,43,109",7873.0,Silent,1159551,58
16475,Mauritius,2009,female,15-24 years,7.0,97984,7.14,"9,12,88,43,109",7873.0,Millenials,1159551,58
16476,Mauritius,2009,female,25-34 years,5.0,98003,5.1,"9,12,88,43,109",7873.0,Generation X,1159551,58
16477,Mauritius,2009,female,75+ years,1.0,21454,4.66,"9,12,88,43,109",7873.0,Silent,1159551,58
16478,Mauritius,2009,female,55-74 years,4.0,93824,4.26,"9,12,88,43,109",7873.0,Silent,1159551,58
16479,Mauritius,2009,female,5-14 years,3.0,96125,3.12,"9,12,88,43,109",7873.0,Generation Z,1159551,58
16480,Mauritius,2009,female,35-54 years,3.0,178594,1.68,"9,12,88,43,109",7873.0,Boomers,1159551,58
16481,Mauritius,2009,male,5-14 years,1.0,99208,1.01,"9,12,88,43,109",7873.0,Generation Z,1159551,58
16482,Mauritius,2010,male,75+ years,4.0,12508,31.98,"10,00,36,70,690",8587.0,Silent,1164931,58
16483,Mauritius,2010,male,25-34 years,18.0,102081,17.63,"10,00,36,70,690",8587.0,Generation X,1164931,58
16484,Mauritius,2010,male,35-54 years,28.0,181881,15.39,"10,00,36,70,690",8587.0,Generation X,1164931,58
16485,Mauritius,2010,male,15-24 years,15.0,100282,14.96,"10,00,36,70,690",8587.0,Millenials,1164931,58
16486,Mauritius,2010,male,55-74 years,11.0,81700,13.46,"10,00,36,70,690",8587.0,Silent,1164931,58
16487,Mauritius,2010,female,25-34 years,9.0,102078,8.82,"10,00,36,70,690",8587.0,Generation X,1164931,58
16488,Mauritius,2010,female,35-54 years,8.0,184083,4.35,"10,00,36,70,690",8587.0,Generation X,1164931,58
16489,Mauritius,2010,female,55-74 years,3.0,93848,3.2,"10,00,36,70,690",8587.0,Silent,1164931,58
16490,Mauritius,2010,female,15-24 years,2.0,98088,2.04,"10,00,36,70,690",8587.0,Millenials,1164931,58
16491,Mauritius,2010,female,5-14 years,0.0,92051,0.0,"10,00,36,70,690",8587.0,Generation Z,1164931,58
16492,Mauritius,2010,female,75+ years,0.0,21469,0.0,"10,00,36,70,690",8587.0,Silent,1164931,58
16493,Mauritius,2010,male,5-14 years,0.0,94862,0.0,"10,00,36,70,690",8587.0,Generation Z,1164931,58
16494,Mauritius,2011,male,25-34 years,28.0,101278,27.65,"11,51,83,93,367",9817.0,Millenials,1173352,58
16495,Mauritius,2011,male,75+ years,3.0,12837,23.37,"11,51,83,93,367",9817.0,Silent,1173352,58
16496,Mauritius,2011,male,35-54 years,40.0,182167,21.96,"11,51,83,93,367",9817.0,Generation X,1173352,58
16497,Mauritius,2011,male,15-24 years,13.0,101183,12.85,"11,51,83,93,367",9817.0,Millenials,1173352,58
16498,Mauritius,2011,male,55-74 years,11.0,85760,12.83,"11,51,83,93,367",9817.0,Boomers,1173352,58
16499,Mauritius,2011,female,15-24 years,10.0,99022,10.1,"11,51,83,93,367",9817.0,Millenials,1173352,58
16500,Mauritius,2011,female,25-34 years,5.0,100904,4.96,"11,51,83,93,367",9817.0,Millenials,1173352,58
16501,Mauritius,2011,female,55-74 years,3.0,98036,3.06,"11,51,83,93,367",9817.0,Boomers,1173352,58
16502,Mauritius,2011,female,35-54 years,4.0,185299,2.16,"11,51,83,93,367",9817.0,Generation X,1173352,58
16503,Mauritius,2011,female,5-14 years,1.0,90807,1.1,"11,51,83,93,367",9817.0,Generation Z,1173352,58
16504,Mauritius,2011,female,75+ years,0.0,22119,0.0,"11,51,83,93,367",9817.0,Silent,1173352,58
16505,Mauritius,2011,male,5-14 years,0.0,93940,0.0,"11,51,83,93,367",9817.0,Generation Z,1173352,58
16506,Mauritius,2012,male,25-34 years,26.0,99664,26.09,"11,66,86,85,524",9884.0,Millenials,1180547,58
16507,Mauritius,2012,male,35-54 years,37.0,183077,20.21,"11,66,86,85,524",9884.0,Generation X,1180547,58
16508,Mauritius,2012,male,55-74 years,14.0,90063,15.54,"11,66,86,85,524",9884.0,Boomers,1180547,58
16509,Mauritius,2012,male,75+ years,2.0,13212,15.14,"11,66,86,85,524",9884.0,Silent,1180547,58
16510,Mauritius,2012,female,15-24 years,10.0,99697,10.03,"11,66,86,85,524",9884.0,Millenials,1180547,58
16511,Mauritius,2012,male,15-24 years,9.0,101864,8.84,"11,66,86,85,524",9884.0,Millenials,1180547,58
16512,Mauritius,2012,female,25-34 years,6.0,99373,6.04,"11,66,86,85,524",9884.0,Millenials,1180547,58
16513,Mauritius,2012,female,75+ years,1.0,22801,4.39,"11,66,86,85,524",9884.0,Silent,1180547,58
16514,Mauritius,2012,female,35-54 years,5.0,186881,2.68,"11,66,86,85,524",9884.0,Generation X,1180547,58
16515,Mauritius,2012,female,5-14 years,2.0,89061,2.25,"11,66,86,85,524",9884.0,Generation Z,1180547,58
16516,Mauritius,2012,female,55-74 years,2.0,102269,1.96,"11,66,86,85,524",9884.0,Boomers,1180547,58
16517,Mauritius,2012,male,5-14 years,1.0,92585,1.08,"11,66,86,85,524",9884.0,Generation Z,1180547,58
16518,Mauritius,2013,male,25-34 years,19.0,91452,20.78,"12,12,96,42,296",10572.0,Millenials,1147390,58
16519,Mauritius,2013,male,35-54 years,33.0,178200,18.52,"12,12,96,42,296",10572.0,Generation X,1147390,58
16520,Mauritius,2013,male,15-24 years,17.0,96237,17.66,"12,12,96,42,296",10572.0,Millenials,1147390,58
16521,Mauritius,2013,male,75+ years,2.0,14627,13.67,"12,12,96,42,296",10572.0,Silent,1147390,58
16522,Mauritius,2013,male,55-74 years,12.0,95695,12.54,"12,12,96,42,296",10572.0,Boomers,1147390,58
16523,Mauritius,2013,female,15-24 years,8.0,94321,8.48,"12,12,96,42,296",10572.0,Millenials,1147390,58
16524,Mauritius,2013,female,5-14 years,2.0,87604,2.28,"12,12,96,42,296",10572.0,Generation Z,1147390,58
16525,Mauritius,2013,female,35-54 years,3.0,176180,1.7,"12,12,96,42,296",10572.0,Generation X,1147390,58
16526,Mauritius,2013,female,25-34 years,1.0,89909,1.11,"12,12,96,42,296",10572.0,Millenials,1147390,58
16527,Mauritius,2013,female,55-74 years,1.0,107634,0.93,"12,12,96,42,296",10572.0,Boomers,1147390,58
16528,Mauritius,2013,female,75+ years,0.0,24625,0.0,"12,12,96,42,296",10572.0,Silent,1147390,58
16529,Mauritius,2013,male,5-14 years,0.0,90906,0.0,"12,12,96,42,296",10572.0,Generation Z,1147390,58
16530,Mauritius,2014,male,25-34 years,24.0,90004,26.67,"12,80,34,45,934",11120.0,Millenials,1151424,58
16531,Mauritius,2014,male,15-24 years,24.0,96346,24.91,"12,80,34,45,934",11120.0,Millenials,1151424,58
16532,Mauritius,2014,male,35-54 years,41.0,179164,22.88,"12,80,34,45,934",11120.0,Generation X,1151424,58
16533,Mauritius,2014,female,75+ years,2.0,25080,7.97,"12,80,34,45,934",11120.0,Silent,1151424,58
16534,Mauritius,2014,female,25-34 years,7.0,88430,7.92,"12,80,34,45,934",11120.0,Millenials,1151424,58
16535,Mauritius,2014,male,75+ years,1.0,14983,6.67,"12,80,34,45,934",11120.0,Silent,1151424,58
16536,Mauritius,2014,male,55-74 years,6.0,99760,6.01,"12,80,34,45,934",11120.0,Boomers,1151424,58
16537,Mauritius,2014,female,35-54 years,7.0,176494,3.97,"12,80,34,45,934",11120.0,Generation X,1151424,58
16538,Mauritius,2014,female,5-14 years,3.0,85980,3.49,"12,80,34,45,934",11120.0,Generation Z,1151424,58
16539,Mauritius,2014,female,15-24 years,3.0,94217,3.18,"12,80,34,45,934",11120.0,Millenials,1151424,58
16540,Mauritius,2014,female,55-74 years,2.0,112152,1.78,"12,80,34,45,934",11120.0,Boomers,1151424,58
16541,Mauritius,2014,male,5-14 years,0.0,88814,0.0,"12,80,34,45,934",11120.0,Generation Z,1151424,58
16542,Mauritius,2015,male,35-54 years,37.0,180202,20.53,"11,69,22,87,066",10125.0,Generation X,1154848,58
16543,Mauritius,2015,male,25-34 years,16.0,88362,18.11,"11,69,22,87,066",10125.0,Millenials,1154848,58
16544,Mauritius,2015,male,15-24 years,14.0,96489,14.51,"11,69,22,87,066",10125.0,Millenials,1154848,58
16545,Mauritius,2015,male,75+ years,2.0,15510,12.89,"11,69,22,87,066",10125.0,Silent,1154848,58
16546,Mauritius,2015,female,25-34 years,10.0,86613,11.55,"11,69,22,87,066",10125.0,Millenials,1154848,58
16547,Mauritius,2015,male,55-74 years,9.0,103727,8.68,"11,69,22,87,066",10125.0,Boomers,1154848,58
16548,Mauritius,2015,female,15-24 years,7.0,94082,7.44,"11,69,22,87,066",10125.0,Millenials,1154848,58
16549,Mauritius,2015,female,55-74 years,4.0,116373,3.44,"11,69,22,87,066",10125.0,Boomers,1154848,58
16550,Mauritius,2015,female,35-54 years,5.0,177447,2.82,"11,69,22,87,066",10125.0,Generation X,1154848,58
16551,Mauritius,2015,female,5-14 years,0.0,83838,0.0,"11,69,22,87,066",10125.0,Generation Z,1154848,58
16552,Mauritius,2015,female,75+ years,0.0,25820,0.0,"11,69,22,87,066",10125.0,Silent,1154848,58
16553,Mauritius,2015,male,5-14 years,0.0,86385,0.0,"11,69,22,87,066",10125.0,Generation Z,1154848,58
16554,Mauritius,2016,male,25-34 years,17.0,87701,19.38,"12,23,24,63,656",10570.0,Millenials,992432,58
16555,Mauritius,2016,male,75+ years,3.0,15754,19.04,"12,23,24,63,656",10570.0,Silent,992432,58
16556,Mauritius,2016,male,15-24 years,18.0,96372,18.68,"12,23,24,63,656",10570.0,Millenials,992432,58
16557,Mauritius,2016,male,35-54 years,33.0,180530,18.28,"12,23,24,63,656",10570.0,Generation X,992432,58
16558,Mauritius,2016,male,55-74 years,12.0,107902,11.12,"12,23,24,63,656",10570.0,Boomers,992432,58
16559,Mauritius,2016,female,15-24 years,4.0,94001,4.26,"12,23,24,63,656",10570.0,Millenials,992432,58
16560,Mauritius,2016,female,25-34 years,3.0,85747,3.5,"12,23,24,63,656",10570.0,Millenials,992432,58
16561,Mauritius,2016,female,35-54 years,6.0,177524,3.38,"12,23,24,63,656",10570.0,Generation X,992432,58
16562,Mauritius,2016,female,55-74 years,2.0,120603,1.66,"12,23,24,63,656",10570.0,Boomers,992432,58
16563,Mauritius,2016,female,75+ years,0.0,26298,0.0,"12,23,24,63,656",10570.0,Silent,992432,58
16564,Mexico,1985,male,75+ years,44.0,432000,10.19,"1,84,47,25,57,415",2730.0,G.I. Generation,67566000,59
16565,Mexico,1985,male,55-74 years,145.0,2330000,6.22,"1,84,47,25,57,415",2730.0,G.I. Generation,67566000,59
16566,Mexico,1985,male,25-34 years,340.0,5679000,5.99,"1,84,47,25,57,415",2730.0,Boomers,67566000,59
16567,Mexico,1985,male,35-54 years,327.0,5836000,5.6,"1,84,47,25,57,415",2730.0,Silent,67566000,59
16568,Mexico,1985,male,15-24 years,375.0,8420000,4.45,"1,84,47,25,57,415",2730.0,Generation X,67566000,59
16569,Mexico,1985,female,15-24 years,107.0,8211000,1.3,"1,84,47,25,57,415",2730.0,Generation X,67566000,59
16570,Mexico,1985,female,75+ years,7.0,563000,1.24,"1,84,47,25,57,415",2730.0,G.I. Generation,67566000,59
16571,Mexico,1985,female,25-34 years,61.0,5661000,1.08,"1,84,47,25,57,415",2730.0,Boomers,67566000,59
16572,Mexico,1985,female,35-54 years,55.0,6100000,0.9,"1,84,47,25,57,415",2730.0,Silent,67566000,59
16573,Mexico,1985,female,55-74 years,15.0,2651000,0.57,"1,84,47,25,57,415",2730.0,G.I. Generation,67566000,59
16574,Mexico,1985,male,5-14 years,48.0,11029000,0.44,"1,84,47,25,57,415",2730.0,Generation X,67566000,59
16575,Mexico,1985,female,5-14 years,20.0,10654000,0.19,"1,84,47,25,57,415",2730.0,Generation X,67566000,59
16576,Mexico,1986,male,75+ years,70.0,442100,15.83,"1,29,44,09,93,789",1873.0,G.I. Generation,69123500,59
16577,Mexico,1986,male,55-74 years,176.0,2383900,7.38,"1,29,44,09,93,789",1873.0,G.I. Generation,69123500,59
16578,Mexico,1986,male,25-34 years,388.0,5809900,6.68,"1,29,44,09,93,789",1873.0,Boomers,69123500,59
16579,Mexico,1986,male,35-54 years,361.0,5971300,6.05,"1,29,44,09,93,789",1873.0,Silent,69123500,59
16580,Mexico,1986,male,15-24 years,408.0,8614300,4.74,"1,29,44,09,93,789",1873.0,Generation X,69123500,59
16581,Mexico,1986,female,15-24 years,117.0,8400500,1.39,"1,29,44,09,93,789",1873.0,Generation X,69123500,59
16582,Mexico,1986,female,25-34 years,70.0,5791500,1.21,"1,29,44,09,93,789",1873.0,Boomers,69123500,59
16583,Mexico,1986,female,35-54 years,51.0,6239700,0.82,"1,29,44,09,93,789",1873.0,Silent,69123500,59
16584,Mexico,1986,female,75+ years,4.0,576700,0.69,"1,29,44,09,93,789",1873.0,G.I. Generation,69123500,59
16585,Mexico,1986,female,55-74 years,12.0,2711700,0.44,"1,29,44,09,93,789",1873.0,G.I. Generation,69123500,59
16586,Mexico,1986,male,5-14 years,42.0,11282700,0.37,"1,29,44,09,93,789",1873.0,Generation X,69123500,59
16587,Mexico,1986,female,5-14 years,15.0,10899200,0.14,"1,29,44,09,93,789",1873.0,Generation X,69123500,59
16588,Mexico,1987,male,75+ years,54.0,456000,11.84,"1,40,26,33,87,027",2064.0,G.I. Generation,67948100,59
16589,Mexico,1987,male,25-34 years,382.0,5659000,6.75,"1,40,26,33,87,027",2064.0,Boomers,67948100,59
16590,Mexico,1987,male,55-74 years,161.0,2409000,6.68,"1,40,26,33,87,027",2064.0,G.I. Generation,67948100,59
16591,Mexico,1987,male,35-54 years,378.0,6187000,6.11,"1,40,26,33,87,027",2064.0,Silent,67948100,59
16592,Mexico,1987,male,15-24 years,405.0,8726000,4.64,"1,40,26,33,87,027",2064.0,Generation X,67948100,59
16593,Mexico,1987,female,15-24 years,113.0,8559000,1.32,"1,40,26,33,87,027",2064.0,Generation X,67948100,59
16594,Mexico,1987,female,25-34 years,64.0,5728000,1.12,"1,40,26,33,87,027",2064.0,Boomers,67948100,59
16595,Mexico,1987,female,35-54 years,68.0,6389000,1.06,"1,40,26,33,87,027",2064.0,Silent,67948100,59
16596,Mexico,1987,female,55-74 years,20.0,2727000,0.73,"1,40,26,33,87,027",2064.0,G.I. Generation,67948100,59
16597,Mexico,1987,female,75+ years,4.0,599100,0.67,"1,40,26,33,87,027",2064.0,G.I. Generation,67948100,59
16598,Mexico,1987,male,5-14 years,36.0,10423000,0.35,"1,40,26,33,87,027",2064.0,Generation X,67948100,59
16599,Mexico,1987,female,5-14 years,16.0,10086000,0.16,"1,40,26,33,87,027",2064.0,Generation X,67948100,59
16600,Mexico,1988,male,75+ years,60.0,467000,12.85,"1,83,14,41,64,357",2630.0,G.I. Generation,69646000,59
16601,Mexico,1988,male,55-74 years,185.0,2511000,7.37,"1,83,14,41,64,357",2630.0,G.I. Generation,69646000,59
16602,Mexico,1988,male,25-34 years,361.0,5878000,6.14,"1,83,14,41,64,357",2630.0,Boomers,69646000,59
16603,Mexico,1988,male,35-54 years,353.0,6379000,5.53,"1,83,14,41,64,357",2630.0,Silent,69646000,59
16604,Mexico,1988,male,15-24 years,418.0,9021000,4.63,"1,83,14,41,64,357",2630.0,Generation X,69646000,59
16605,Mexico,1988,female,15-24 years,118.0,8850000,1.33,"1,83,14,41,64,357",2630.0,Generation X,69646000,59
16606,Mexico,1988,female,75+ years,7.0,614000,1.14,"1,83,14,41,64,357",2630.0,G.I. Generation,69646000,59
16607,Mexico,1988,female,25-34 years,59.0,5953000,0.99,"1,83,14,41,64,357",2630.0,Boomers,69646000,59
16608,Mexico,1988,female,35-54 years,60.0,6590000,0.91,"1,83,14,41,64,357",2630.0,Silent,69646000,59
16609,Mexico,1988,female,55-74 years,21.0,2844000,0.74,"1,83,14,41,64,357",2630.0,G.I. Generation,69646000,59
16610,Mexico,1988,male,5-14 years,46.0,10438000,0.44,"1,83,14,41,64,357",2630.0,Generation X,69646000,59
16611,Mexico,1988,female,5-14 years,15.0,10101000,0.15,"1,83,14,41,64,357",2630.0,Generation X,69646000,59
16612,Mexico,1989,male,75+ years,83.0,476000,17.44,"2,22,97,70,46,516",3125.0,G.I. Generation,71359000,59
16613,Mexico,1989,male,55-74 years,212.0,2613000,8.11,"2,22,97,70,46,516",3125.0,G.I. Generation,71359000,59
16614,Mexico,1989,male,35-54 years,404.0,6586000,6.13,"2,22,97,70,46,516",3125.0,Silent,71359000,59
16615,Mexico,1989,male,25-34 years,369.0,6109000,6.04,"2,22,97,70,46,516",3125.0,Boomers,71359000,59
16616,Mexico,1989,male,15-24 years,472.0,9284000,5.08,"2,22,97,70,46,516",3125.0,Generation X,71359000,59
16617,Mexico,1989,female,35-54 years,79.0,6807000,1.16,"2,22,97,70,46,516",3125.0,Silent,71359000,59
16618,Mexico,1989,female,15-24 years,96.0,9111000,1.05,"2,22,97,70,46,516",3125.0,Generation X,71359000,59
16619,Mexico,1989,female,25-34 years,64.0,6186000,1.03,"2,22,97,70,46,516",3125.0,Boomers,71359000,59
16620,Mexico,1989,female,55-74 years,27.0,2961000,0.91,"2,22,97,70,46,516",3125.0,G.I. Generation,71359000,59
16621,Mexico,1989,female,75+ years,5.0,632000,0.79,"2,22,97,70,46,516",3125.0,G.I. Generation,71359000,59
16622,Mexico,1989,male,5-14 years,40.0,10466000,0.38,"2,22,97,70,46,516",3125.0,Generation X,71359000,59
16623,Mexico,1989,female,5-14 years,14.0,10128000,0.14,"2,22,97,70,46,516",3125.0,Generation X,71359000,59
16624,Mexico,1990,male,75+ years,87.0,489000,17.79,"2,62,70,99,48,091",3595.0,G.I. Generation,73076900,59
16625,Mexico,1990,male,55-74 years,224.0,2709000,8.27,"2,62,70,99,48,091",3595.0,G.I. Generation,73076900,59
16626,Mexico,1990,male,35-54 years,437.0,6812000,6.42,"2,62,70,99,48,091",3595.0,Silent,73076900,59
16627,Mexico,1990,male,25-34 years,387.0,6347000,6.1,"2,62,70,99,48,091",3595.0,Boomers,73076900,59
16628,Mexico,1990,male,15-24 years,472.0,9501000,4.97,"2,62,70,99,48,091",3595.0,Generation X,73076900,59
16629,Mexico,1990,female,15-24 years,114.0,9327000,1.22,"2,62,70,99,48,091",3595.0,Generation X,73076900,59
16630,Mexico,1990,female,55-74 years,34.0,3073000,1.11,"2,62,70,99,48,091",3595.0,G.I. Generation,73076900,59
16631,Mexico,1990,female,25-34 years,57.0,6426000,0.89,"2,62,70,99,48,091",3595.0,Boomers,73076900,59
16632,Mexico,1990,female,35-54 years,58.0,7045000,0.82,"2,62,70,99,48,091",3595.0,Silent,73076900,59
16633,Mexico,1990,female,75+ years,5.0,650900,0.77,"2,62,70,99,48,091",3595.0,G.I. Generation,73076900,59
16634,Mexico,1990,male,5-14 years,41.0,10518000,0.39,"2,62,70,99,48,091",3595.0,Generation X,73076900,59
16635,Mexico,1990,female,5-14 years,10.0,10179000,0.1,"2,62,70,99,48,091",3595.0,Generation X,73076900,59
16636,Mexico,1991,male,75+ years,73.0,500300,14.59,"3,14,45,40,15,372",4204.0,G.I. Generation,74796300,59
16637,Mexico,1991,male,55-74 years,240.0,2799000,8.57,"3,14,45,40,15,372",4204.0,Silent,74796300,59
16638,Mexico,1991,male,25-34 years,430.0,6592000,6.52,"3,14,45,40,15,372",4204.0,Boomers,74796300,59
16639,Mexico,1991,male,35-54 years,440.0,7060000,6.23,"3,14,45,40,15,372",4204.0,Boomers,74796300,59
16640,Mexico,1991,male,15-24 years,560.0,9666000,5.79,"3,14,45,40,15,372",4204.0,Generation X,74796300,59
16641,Mexico,1991,female,75+ years,8.0,667000,1.2,"3,14,45,40,15,372",4204.0,G.I. Generation,74796300,59
16642,Mexico,1991,female,15-24 years,113.0,9492000,1.19,"3,14,45,40,15,372",4204.0,Generation X,74796300,59
16643,Mexico,1991,female,25-34 years,72.0,6672000,1.08,"3,14,45,40,15,372",4204.0,Boomers,74796300,59
16644,Mexico,1991,female,35-54 years,75.0,7306000,1.03,"3,14,45,40,15,372",4204.0,Boomers,74796300,59
16645,Mexico,1991,female,55-74 years,28.0,3182000,0.88,"3,14,45,40,15,372",4204.0,Silent,74796300,59
16646,Mexico,1991,male,5-14 years,46.0,10601000,0.43,"3,14,45,40,15,372",4204.0,Millenials,74796300,59
16647,Mexico,1991,female,5-14 years,18.0,10259000,0.18,"3,14,45,40,15,372",4204.0,Millenials,74796300,59
16648,Mexico,1992,male,75+ years,95.0,549600,17.29,"3,63,60,91,63,462",4830.0,G.I. Generation,75285800,59
16649,Mexico,1992,male,55-74 years,243.0,2862600,8.49,"3,63,60,91,63,462",4830.0,Silent,75285800,59
16650,Mexico,1992,male,25-34 years,484.0,6347100,7.63,"3,63,60,91,63,462",4830.0,Boomers,75285800,59
16651,Mexico,1992,male,35-54 years,482.0,7168700,6.72,"3,63,60,91,63,462",4830.0,Boomers,75285800,59
16652,Mexico,1992,male,15-24 years,554.0,9572400,5.79,"3,63,60,91,63,462",4830.0,Generation X,75285800,59
16653,Mexico,1992,female,15-24 years,126.0,9605800,1.31,"3,63,60,91,63,462",4830.0,Generation X,75285800,59
16654,Mexico,1992,female,25-34 years,84.0,6654900,1.26,"3,63,60,91,63,462",4830.0,Boomers,75285800,59
16655,Mexico,1992,female,75+ years,8.0,730100,1.1,"3,63,60,91,63,462",4830.0,G.I. Generation,75285800,59
16656,Mexico,1992,female,55-74 years,33.0,3193600,1.03,"3,63,60,91,63,462",4830.0,Silent,75285800,59
16657,Mexico,1992,female,35-54 years,66.0,7544500,0.87,"3,63,60,91,63,462",4830.0,Boomers,75285800,59
16658,Mexico,1992,male,5-14 years,41.0,10704300,0.38,"3,63,60,91,63,462",4830.0,Millenials,75285800,59
16659,Mexico,1992,female,5-14 years,21.0,10352200,0.2,"3,63,60,91,63,462",4830.0,Millenials,75285800,59
16660,Mexico,1993,male,75+ years,95.0,560100,16.96,"5,00,73,60,65,605",6518.0,G.I. Generation,76826800,59
16661,Mexico,1993,male,55-74 years,255.0,2963500,8.6,"5,00,73,60,65,605",6518.0,Silent,76826800,59
16662,Mexico,1993,male,25-34 years,488.0,6543100,7.46,"5,00,73,60,65,605",6518.0,Boomers,76826800,59
16663,Mexico,1993,male,35-54 years,546.0,7427100,7.35,"5,00,73,60,65,605",6518.0,Boomers,76826800,59
16664,Mexico,1993,male,15-24 years,582.0,9745400,5.97,"5,00,73,60,65,605",6518.0,Generation X,76826800,59
16665,Mexico,1993,female,15-24 years,126.0,9764500,1.29,"5,00,73,60,65,605",6518.0,Generation X,76826800,59
16666,Mexico,1993,female,35-54 years,83.0,7837300,1.06,"5,00,73,60,65,605",6518.0,Boomers,76826800,59
16667,Mexico,1993,female,55-74 years,32.0,3305700,0.97,"5,00,73,60,65,605",6518.0,Silent,76826800,59
16668,Mexico,1993,female,25-34 years,64.0,6871000,0.93,"5,00,73,60,65,605",6518.0,Boomers,76826800,59
16669,Mexico,1993,female,75+ years,6.0,745600,0.8,"5,00,73,60,65,605",6518.0,G.I. Generation,76826800,59
16670,Mexico,1993,male,5-14 years,45.0,10712100,0.42,"5,00,73,60,65,605",6518.0,Millenials,76826800,59
16671,Mexico,1993,female,5-14 years,20.0,10351400,0.19,"5,00,73,60,65,605",6518.0,Millenials,76826800,59
16672,Mexico,1994,male,75+ years,100.0,573400,17.44,"5,27,81,32,38,126",6735.0,G.I. Generation,78374100,59
16673,Mexico,1994,male,55-74 years,299.0,3066800,9.75,"5,27,81,32,38,126",6735.0,Silent,78374100,59
16674,Mexico,1994,male,25-34 years,550.0,6757200,8.14,"5,27,81,32,38,126",6735.0,Boomers,78374100,59
16675,Mexico,1994,male,35-54 years,554.0,7691700,7.2,"5,27,81,32,38,126",6735.0,Boomers,78374100,59
16676,Mexico,1994,male,15-24 years,646.0,9882000,6.54,"5,27,81,32,38,126",6735.0,Generation X,78374100,59
16677,Mexico,1994,female,15-24 years,168.0,9886600,1.7,"5,27,81,32,38,126",6735.0,Generation X,78374100,59
16678,Mexico,1994,female,75+ years,12.0,764600,1.57,"5,27,81,32,38,126",6735.0,G.I. Generation,78374100,59
16679,Mexico,1994,female,35-54 years,88.0,8137700,1.08,"5,27,81,32,38,126",6735.0,Boomers,78374100,59
16680,Mexico,1994,female,25-34 years,71.0,7102600,1.0,"5,27,81,32,38,126",6735.0,Boomers,78374100,59
16681,Mexico,1994,female,55-74 years,28.0,3420700,0.82,"5,27,81,32,38,126",6735.0,Silent,78374100,59
16682,Mexico,1994,male,5-14 years,46.0,10730100,0.43,"5,27,81,32,38,126",6735.0,Millenials,78374100,59
16683,Mexico,1994,female,5-14 years,26.0,10360700,0.25,"5,27,81,32,38,126",6735.0,Millenials,78374100,59
16684,Mexico,1995,male,75+ years,111.0,590900,18.78,"3,60,07,39,09,244",4505.0,G.I. Generation,79927100,59
16685,Mexico,1995,male,55-74 years,298.0,3172300,9.39,"3,60,07,39,09,244",4505.0,Silent,79927100,59
16686,Mexico,1995,male,25-34 years,640.0,6993100,9.15,"3,60,07,39,09,244",4505.0,Generation X,79927100,59
16687,Mexico,1995,male,15-24 years,755.0,9978800,7.57,"3,60,07,39,09,244",4505.0,Generation X,79927100,59
16688,Mexico,1995,male,35-54 years,580.0,7960500,7.29,"3,60,07,39,09,244",4505.0,Boomers,79927100,59
16689,Mexico,1995,female,15-24 years,198.0,9970200,1.99,"3,60,07,39,09,244",4505.0,Generation X,79927100,59
16690,Mexico,1995,female,25-34 years,87.0,7352700,1.18,"3,60,07,39,09,244",4505.0,Generation X,79927100,59
16691,Mexico,1995,female,35-54 years,89.0,8443500,1.05,"3,60,07,39,09,244",4505.0,Boomers,79927100,59
